CODUSU;ANO4;TRIMESTRE;REGION;MAS_500;AGLOMERADO;PONDERA;CH03;CH04;CH06;CH10;NIVEL_ED;ESTADO;CAT_OCUP;PP07C;PP07H;PP3E_TOT;P21;TOT_P12;P47T;IPCF
TQRMNOP100269;2025;1;41;S;8;2117;2;2;59;2;4;1;3;2;2;24;498000;97000;595000;73200
TQRMNOP100270;2025;1;1;S;33;1366;3;1;3;1;1;4;;;;;;;;319900
TQRMNOP100271;2025;1;44;N;2;642;2;2;51;2;6;1;3;1;1;19;1145000;0;1145000;107300
TQRMNOP100272;2025;1;44;N;5;1518;2;1;47;2;3;1;2;3;1;42;510000;0;510000;248100
TQRMNOP100273;2025;1;43;S;20;1060;1;1;28;2;5;1;2;1;1;32;797000;0;797000;301000
TQRMNOP100274;2025;1;40;N;9;1008;6;2;32;2;4;3;;;;;0;0;0;127200
TQRMNOP100275;2025;1;42;N;27;1501;1;2;57;2;3;3;;;;;0;0;0;207300
TQRMNOP100276;2025;1;1;S;33;926;3;1;15;1;3;3;;;;;0;0;0;147200
TQRMNOP100277;2025;1;1;S;33;1666;3;2;15;1;3;3;;;;;0;0;0;56500
TQRMNOP100278;2025;1;40;N;23;785;2;1;89;2;1;3;;;;;0;0;0;217600
TQRMNOP100279;2025;1;40;N;23;2009;1;2;42;2;6;1;3;1;1;35;1237000;0;1237000;165600
TQRMNOP100280;2025;1;43;N;29;1199;3;2;15;1;2;3;;;;;0;0;0;143700
TQRMNOP100281;2025;1;1;S;32;1928;3;1;20;2;3;1;4;2;2;21;183000;0;183000;135900
TQRMNOP100282;2025;1;1;S;33;1295;1;2;24;2;2;3;;;;;0;0;0;169800
TQRMNOP100283;2025;1;43;N;38;803;3;1;4;1;2;4;;;;;;;;259200
TQRMNOP100284;2025;1;43;S;17;1306;3;2;59;2;4;1;3;1;1;31;525000;0;525000;360300
TQRMNOP100285;2025;1;43;S;30;1050;2;1;49;2;2;1;3;3;2;41;962000;327000;1289000;473400
TQRMNOP100286;2025;1;43;S;36;1692;1;2;34;1;5;3;;;;;0;0;0;240500
TQRMNOP100287;2025;1;44;N;6;1759;1;2;21;2;3;3;;;;;0;36000;36000;137300
TQRMNOP100288;2025;1;41;S;8;1024;3;2;20;2;4;1;3;1;1;34;112000;0;112000;84600
TQRMNOP100289;2025;1;43;N;29;1319;3;2;4;1;1;4;;;;;;;;36500
TQRMNOP100290;2025;1;40;N;22;1580;1;2;81;2;3;3;;;;;0;0;0;133900
TQRMNOP100291;2025;1;40;N;22;1179;2;1;50;3;6;1;3;1;1;38;1292000;0;1292000;167900
TQRMNOP100292;2025;1;43;S;36;1185;3;2;19;1;5;2;;;;;0;0;0;122000
TQRMNOP100293;2025;1;40;N;9;456;1;1;29;1;5;1;3;3;2;34;433000;0;433000;57300
TQRMNOP100294;2025;1;43;N;26;1193;1;2;67;2;1;3;;;;;0;132000;132000;144600
TQRMNOP100295;2025;1;41;S;8;1205;1;2;37;1;3;1;3;2;2;1;182000;0;182000;89300
TQRMNOP100296;2025;1;1;S;32;1236;3;2;13;1;2;3;;;;;0;0;0;149200
TQRMNOP100297;2025;1;1;S;33;1299;2;1;30;2;2;1;3;2;2;78;512000;0;512000;173400
TQRMNOP100298;2025;1;41;S;8;1360;3;2;59;2;3;2;;;;;0;0;0;131500
TQRMNOP100299;2025;1;43;S;17;1120;3;2;6;1;1;4;;;;;;;;60500
TQRMNOP100300;2025;1;43;S;17;1531;3;1;2;1;2;4;;;;;;;;114200
TQRMNOP100301;2025;1;40;N;22;955;3;1;0;1;1;4;;;;;;;;257800
TQRMNOP100302;2025;1;1;S;32;1362;2;2;41;2;6;1;3;1;1;43;1333000;0;1333000;157800
TQRMNOP100303;2025;1;41;N;15;633;1;2;41;2;2;1;3;3;2;17;128000;0;128000;150100
TQRMNOP100304;2025;1;1;S;33;613;3;2;22;2;2;1;3;1;2;13;378000;0;378000;263400
TQRMNOP100305;2025;1;40;N;23;1392;3;2;2;1;1;4;;;;;;;;122400
TQRMNOP100306;2025;1;41;S;8;1165;1;2;64;2;1;3;;;;;0;0;0;66400
TQRMNOP100307;2025;1;40;N;23;1219;3;1;8;1;1;4;;;;;;;;214300
TQRMNOP100308;2025;1;40;N;9;528;3;2;24;2;6;3;;;;;0;130000;130000;183900
TQRMNOP100309;2025;1;1;S;32;562;3;2;50;2;4;1;3;1;1;45;763000;0;763000;98900
TQRMNOP100310;2025;1;1;S;32;955;1;1;27;1;5;1;2;1;1;50;777000;112000;889000;143100
TQRMNOP100311;2025;1;43;N;26;421;2;2;24;1;5;3;;;;;0;0;0;191300
TQRMNOP100312;2025;1;41;N;12;1278;3;2;3;1;3;4;;;;;;;;45600
TQRMNOP100313;2025;1;43;S;20;910;1;1;26;2;5;2;;;;;0;0;0;179100
TQRMNOP100314;2025;1;43;S;20;1712;3;2;18;1;4;1;1;1;1;17;483000;0;483000;151200
TQRMNOP100315;2025;1;1;S;32;1256;1;1;58;2;2;1;3;1;1;33;577000;0;577000;45300
TQRMNOP100316;2025;1;40;S;7;1378;3;1;14;1;1;3;;;;;0;109000;109000;150500
TQRMNOP100317;2025;1;41;N;12;706;2;1;51;2;4;1;3;1;1;42;-9;0;0;170700
TQRMNOP100318;2025;1;1;S;32;1404;1;2;51;2;4;3;;;;;0;0;0;261800
TQRMNOP100319;2025;1;1;S;32;948;6;1;75;2;2;3;;;;;0;0;0;223500
TQRMNOP100320;2025;1;43;S;30;954;3;2;20;2;5;3;;;;;0;0;0;72700
TQRMNOP100321;2025;1;43;S;17;2340;1;1;45;2;4;1;3;1;1;42;903000;0;903000;183400
TQRMNOP100322;2025;1;40;N;22;1056;1;2;57;2;6;1;3;1;1;30;1304000;0;1304000;81900
TQRMNOP100323;2025;1;43;N;29;955;2;1;55;2;2;3;;;;;0;0;0;116600
TQRMNOP100324;2025;1;41;S;8;614;3;1;46;2;3;1;3;2;2;13;219000;0;219000;97600
TQRMNOP100325;2025;1;43;N;26;1437;1;2;29;2;4;3;;;;;0;0;0;221700
TQRMNOP100326;2025;1;40;N;23;2022;3;1;18;2;4;1;3;2;2;37;277000;0;277000;65100
TQRMNOP100327;2025;1;41;S;8;1595;3;1;27;1;5;1;3;2;2;35;268000;0;268000;101600
TQRMNOP100328;2025;1;43;S;36;576;3;1;11;1;1;3;;;;;0;0;0;515100
TQRMNOP100329;2025;1;43;S;17;1894;1;1;38;2;4;1;4;1;1;50;507000;90000;597000;66200
TQRMNOP100330;2025;1;1;S;32;781;3;2;9;1;1;4;;;;;;;;57500
TQRMNOP100331;2025;1;43;N;38;1091;2;2;53;2;3;1;3;1;1;38;767000;0;767000;160700
TQRMNOP100332;2025;1;40;N;9;1011;3;2;17;1;2;1;3;2;2;38;341000;0;341000;210800
TQRMNOP100333;2025;1;42;N;25;951;3;1;2;1;1;4;;;;;;;;134700
TQRMNOP100334;2025;1;43;N;26;819;3;1;13;1;1;1;3;1;2;77;664000;0;664000;151600
TQRMNOP100335;2025;1;40;S;7;923;2;1;56;2;2;1;3;2;1;38;383000;0;383000;127400
TQRMNOP100336;2025;1;43;N;26;940;3;1;17;1;2;1;2;3;2;43;350000;0;350000;56000
TQRMNOP100337;2025;1;41;N;12;220;1;1;49;2;3;2;;;;;0;0;0;56000
TQRMNOP100338;2025;1;44;N;6;466;1;1;43;2;5;1;2;1;1;35;1299000;0;1299000;78800
TQRMNOP100339;2025;1;44;S;13;564;3;1;14;1;1;3;;;;;0;0;0;232700
TQRMNOP100340;2025;1;43;S;20;1426;1;1;70;2;3;3;;;;;0;0;0;89200
TQRMNOP100341;2025;1;43;N;34;1764;1;2;58;2;6;1;3;1;1;59;509000;0;509000;76100
TQRMNOP100342;2025;1;1;S;32;1118;1;2;39;1;5;1;1;1;1;60;835000;0;835000;137600
TQRMNOP100343;2025;1;42;N;25;1507;2;1;49;2;6;1;1;1;1;48;483000;0;483000;136200
TQRMNOP100344;2025;1;43;S;36;862;3;1;6;1;3;4;;;;;;;;52800
TQRMNOP100345;2025;1;41;N;15;1170;1;2;33;2;5;3;;;;;0;0;0;312700
TQRMNOP100346;2025;1;41;N;15;790;3;1;27;2;4;1;2;1;2;25;267000;0;267000;201000
TQRMNOP100347;2025;1;1;S;32;1539;2;2;56;2;5;3;;;;;0;89000;89000;153400
TQRMNOP100348;2025;1;1;S;32;1295;3;1;25;2;3;1;3;2;2;3;716000;0;716000;227100
TQRMNOP100349;2025;1;43;S;30;1217;3;2;7;1;3;4;;;;;;;;105100
TQRMNOP100350;2025;1;1;S;32;1915;1;2;62;2;4;3;;;;;0;0;0;352700
TQRMNOP100351;2025;1;43;S;20;1511;2;2;25;2;6;3;;;;;0;0;0;202300
TQRMNOP100352;2025;1;1;S;33;1277;5;2;16;1;3;3;;;;;0;145000;145000;239700
TQRMNOP100353;2025;1;40;N;9;853;1;1;67;2;4;3;;;;;0;0;0;63600
TQRMNOP100354;2025;1;1;S;32;1034;2;1;37;2;6;1;3;1;1;22;948000;0;948000;80500
TQRMNOP100355;2025;1;42;S;10;761;1;2;45;2;3;3;;;;;0;0;0;116800
TQRMNOP100356;2025;1;1;S;33;1044;3;2;6;1;2;4;;;;;;;;217900
TQRMNOP100357;2025;1;41;S;8;699;3;2;14;1;1;3;;;;;0;0;0;142900
TQRMNOP100358;2025;1;1;S;33;962;1;1;57;2;2;1;3;3;1;62;1138000;0;1138000;127900
TQRMNOP100359;2025;1;41;N;15;1345;1;1;22;2;5;3;;;;;0;0;0;105200
TQRMNOP100360;2025;1;42;N;27;1213;1;2;23;1;3;1;3;2;1;44;1085000;0;1085000;189500
TQRMNOP100361;2025;1;1;S;32;484;1;2;23;1;5;2;;;;;0;153000;153000;116900
TQRMNOP100362;2025;1;43;N;34;1562;3;2;55;3;4;1;3;1;1;43;824000;71000;895000;123900
TQRMNOP100363;2025;1;43;S;36;782;10;1;26;2;4;1;3;1;1;29;464000;0;464000;137700
TQRMNOP100364;2025;1;44;N;2;1225;1;2;59;2;4;3;;;;;0;155000;155000;276600
TQRMNOP100365;2025;1;40;N;22;1680;1;1;60;2;4;3;;;;;0;0;0;224000
TQRMNOP100366;2025;1;43;N;34;1270;3;2;25;2;6;1;2;2;2;29;411000;0;411000;109300
TQRMNOP100367;2025;1;1;S;33;397;3;2;3;1;3;4;;;;;;;;140800
TQRMNOP100368;2025;1;44;N;6;1387;9;1;38;2;4;3;;;;;0;0;0;191600
TQRMNOP100369;2025;1;1;S;33;1023;3;2;23;2;4;3;;;;;0;67000;67000;222600
TQRMNOP100370;2025;1;40;N;22;826;1;1;24;1;5;1;3;2;2;27;424000;0;424000;99100
TQRMNOP100371;2025;1;1;S;32;1099;3;1;13;1;2;3;;;;;0;0;0;193300
TQRMNOP100372;2025;1;43;N;26;1096;3;1;13;1;2;3;;;;;0;0;0;210900
TQRMNOP100373;2025;1;41;S;8;1396;3;2;16;1;4;3;;;;;0;0;0;188800
TQRMNOP100374;2025;1;44;N;14;613;3;1;15;1;3;3;;;;;0;0;0;67000
TQRMNOP100375;2025;1;1;S;32;681;3;2;84;2;2;3;;;;;0;0;0;55900
TQRMNOP100376;2025;1;43;S;20;1455;1;2;43;2;3;3;;;;;0;0;0;118700
TQRMNOP100377;2025;1;40;S;7;331;1;1;70;2;4;3;;;;;0;0;0;207000
TQRMNOP100378;2025;1;1;S;33;862;1;2;26;2;4;1;3;1;1;40;1096000;0;1096000;148800
TQRMNOP100379;2025;1;42;N;25;1200;1;1;41;1;3;1;3;3;2;63;893000;0;893000;164500
TQRMNOP100380;2025;1;1;S;32;528;3;1;41;2;6;1;3;1;1;49;2640000;0;2640000;281100
TQRMNOP100381;2025;1;41;N;12;1166;2;2;47;2;4;3;;;;;0;0;0;99900
TQRMNOP100382;2025;1;41;S;8;1226;2;2;72;2;5;3;;;;;0;0;0;315600
TQRMNOP100383;2025;1;1;S;32;1465;3;1;27;2;4;3;;;;;0;0;0;87000
TQRMNOP100384;2025;1;40;N;22;868;1;2;79;2;5;3;;;;;0;0;0;133600
TQRMNOP100385;2025;1;1;S;33;1574;2;2;38;2;6;1;3;1;1;18;742000;0;742000;611200
TQRMNOP100386;2025;1;1;S;32;1038;2;1;74;2;2;3;;;;;0;0;0;169300
TQRMNOP100387;2025;1;44;S;13;546;1;1;28;2;6;1;3;2;2;18;2778000;0;2778000;119900
TQRMNOP100388;2025;1;42;S;10;1346;3;2;18;2;6;1;3;1;2;30;402000;22000;424000;233400
TQRMNOP100389;2025;1;1;S;32;635;3;1;17;1;3;3;;;;;0;0;0;196700
TQRMNOP100390;2025;1;43;N;34;1693;3;2;11;1;1;3;;;;;0;0;0;73300
TQRMNOP100391;2025;1;40;N;22;1223;3;1;45;2;6;2;;;;;0;0;0;195900
TQRMNOP100392;2025;1;42;N;25;1287;1;2;39;2;4;1;3;1;2;17;271000;0;271000;132800
TQRMNOP100393;2025;1;40;N;22;1048;3;2;17;1;1;2;;;;;0;0;0;77900
TQRMNOP100394;2025;1;42;S;10;602;2;1;54;2;2;1;3;3;2;16;427000;0;427000;102600
TQRMNOP100395;2025;1;42;N;27;900;1;1;89;3;2;3;;;;;0;0;0;105600
TQRMNOP100396;2025;1;1;S;32;901;3;1;1;1;1;4;;;;;;;;199500
TQRMNOP100397;2025;1;43;S;19;714;3;2;22;2;2;1;3;2;1;36;227000;0;227000;88900
TQRMNOP100398;2025;1;42;N;27;1752;3;1;15;1;1;3;;;;;0;0;0;183700
TQRMNOP100399;2025;1;42;N;27;735;2;2;63;2;3;1;3;1;1;54;972000;0;972000;221900
TQRMNOP100400;2025;1;1;S;33;979;1;2;54;2;3;1;3;1;1;44;737000;0;737000;131300
TQRMNOP100401;2025;1;1;S;33;1745;3;2;13;1;2;3;;;;;0;0;0;286200
TQRMNOP100402;2025;1;40;N;9;1521;1;2;66;2;2;2;;;;;0;0;0;110100
TQRMNOP100403;2025;1;1;S;32;1166;2;1;27;2;6;1;3;1;1;69;2546000;0;2546000;115000
TQRMNOP100404;2025;1;1;S;33;1520;1;2;41;2;3;1;3;1;1;21;588000;0;588000;78300
TQRMNOP100405;2025;1;42;N;27;1556;3;2;2;1;1;4;;;;;;;;177700
TQRMNOP100406;2025;1;40;N;22;780;1;1;63;1;4;3;;;;;0;44000;44000;101400
TQRMNOP100407;2025;1;43;S;20;1563;3;2;0;1;1;4;;;;;;;;103500
TQRMNOP100408;2025;1;1;S;33;1361;3;2;5;1;1;4;;;;;;;;156500
TQRMNOP100409;2025;1;43;S;30;803;10;2;28;1;5;2;;;;;0;0;0;107500
TQRMNOP100410;2025;1;1;S;33;1240;2;2;21;2;4;1;3;1;1;22;966000;0;966000;342500
TQRMNOP100411;2025;1;43;N;29;1107;1;2;40;2;3;3;;;;;0;0;0;401400
TQRMNOP100412;2025;1;43;N;38;771;3;2;10;1;1;3;;;;;0;0;0;318900
TQRMNOP100413;2025;1;42;N;27;257;6;2;43;1;4;1;3;1;1;20;704000;0;704000;91000
TQRMNOP100414;2025;1;40;N;9;1125;3;1;74;1;1;3;;;;;0;0;0;224900
TQRMNOP100415;2025;1;1;S;32;709;1;1;42;2;3;1;1;1;1;31;1038000;0;1038000;128300
TQRMNOP100416;2025;1;43;N;29;1590;3;1;6;1;7;4;;;;;;;;99000
TQRMNOP100417;2025;1;41;N;12;600;3;1;1;1;2;4;;;;;;;;65300
TQRMNOP100418;2025;1;1;S;33;531;1;1;72;2;3;3;;;;;0;0;0;91100
TQRMNOP100419;2025;1;42;N;27;1494;3;1;8;1;1;4;;;;;;;;173700
TQRMNOP100420;2025;1;1;S;33;1658;9;2;70;2;6;3;;;;;0;0;0;81200
TQRMNOP100421;2025;1;40;N;23;443;2;2;49;2;3;1;3;2;2;30;385000;0;385000;114200
TQRMNOP100422;2025;1;42;N;27;1242;1;1;47;2;3;1;3;2;1;38;661000;0;661000;109200
TQRMNOP100423;2025;1;43;N;26;1639;3;2;7;1;2;4;;;;;;;;155000
TQRMNOP100424;2025;1;1;S;33;975;2;1;72;2;6;3;;;;;0;0;0;213300
TQRMNOP100425;2025;1;1;S;33;1712;5;2;6;1;2;4;;;;;;;;190100
TQRMNOP100426;2025;1;40;N;9;1105;3;1;27;2;6;1;3;2;2;31;665000;0;665000;150000
TQRMNOP100427;2025;1;1;S;32;933;1;2;59;2;6;2;;;;;0;0;0;188100
TQRMNOP100428;2025;1;44;S;13;475;3;2;25;2;5;3;;;;;0;0;0;292700
TQRMNOP100429;2025;1;43;N;29;1371;9;1;36;2;6;1;3;1;1;53;-9;0;0;72700
TQRMNOP100430;2025;1;42;S;10;2080;5;2;9;1;2;4;;;;;;;;51600
TQRMNOP100431;2025;1;1;S;33;302;1;1;24;2;5;1;3;1;1;40;1222000;0;1222000;153100
TQRMNOP100432;2025;1;1;S;32;1558;3;2;9;1;1;4;;;;;;;;86200
TQRMNOP100433;2025;1;44;N;93;1751;3;2;17;1;1;3;;;;;0;0;0;72400
TQRMNOP100434;2025;1;1;S;33;1372;1;2;38;2;4;3;;;;;0;78000;78000;211600
TQRMNOP100435;2025;1;1;S;33;1511;1;2;61;2;6;3;;;;;0;0;0;174400
TQRMNOP100436;2025;1;43;S;17;479;3;1;26;1;4;1;3;3;2;46;583000;0;583000;112700
TQRMNOP100437;2025;1;1;S;32;1390;1;2;41;2;6;1;1;1;1;45;1468000;0;1468000;197000
TQRMNOP100438;2025;1;40;N;23;2283;1;1;61;2;1;3;;;;;0;0;0;201100
TQRMNOP100439;2025;1;40;S;7;1259;3;1;2;1;3;4;;;;;;;;107200
TQRMNOP100440;2025;1;43;S;17;932;1;1;95;3;4;3;;;;;0;0;0;138800
TQRMNOP100441;2025;1;41;S;8;1397;3;1;10;1;1;3;;;;;0;0;0;197700
TQRMNOP100442;2025;1;43;S;36;1909;1;1;32;2;4;1;3;1;1;47;961000;0;961000;200800
TQRMNOP100443;2025;1;41;N;12;1066;2;2;23;2;4;3;;;;;0;0;0;174300
TQRMNOP100444;2025;1;1;S;33;1024;3;2;16;1;3;2;;;;;0;0;0;78500
TQRMNOP100445;2025;1;1;S;32;857;2;1;41;2;4;2;;;;;0;0;0;78400
TQRMNOP100446;2025;1;43;N;26;860;1;1;53;2;6;1;3;1;1;61;1170000;0;1170000;177800
TQRMNOP100447;2025;1;1;S;33;562;3;2;13;1;1;3;;;;;0;105000;105000;208100
TQRMNOP100448;2025;1;42;N;27;482;1;1;31;2;4;1;3;1;1;26;1075000;0;1075000;41600
TQRMNOP100449;2025;1;42;N;27;1118;1;1;57;2;4;3;;;;;0;0;0;158500
TQRMNOP100450;2025;1;44;N;14;1610;2;2;31;2;4;1;3;1;1;34;-9;50000;49991;69400
TQRMNOP100451;2025;1;1;S;33;1275;1;1;30;2;4;1;1;1;1;57;992000;0;992000;88800
TQRMNOP100452;2025;1;1;S;33;1073;1;1;66;2;3;3;;;;;0;0;0;261800
TQRMNOP100453;2025;1;42;S;10;1010;3;1;19;2;4;1;3;1;1;37;885000;0;885000;201200
TQRMNOP100454;2025;1;40;N;22;1163;2;2;39;2;4;1;3;2;2;25;572000;0;572000;260600
TQRMNOP100455;2025;1;1;S;32;1159;2;2;49;2;3;1;3;3;2;42;780000;79000;859000;125700
TQRMNOP100456;2025;1;43;S;36;681;3;2;20;1;5;3;;;;;0;0;0;172200
TQRMNOP100457;2025;1;43;S;17;917;6;2;37;2;4;3;;;;;0;0;0;422600
TQRMNOP100458;2025;1;1;S;32;1083;1;1;32;2;4;3;;;;;0;0;0;76700
TQRMNOP100459;2025;1;1;S;32;930;2;1;44;2;4;2;;;;;0;0;0;115500
TQRMNOP100460;2025;1;43;S;19;1267;3;2;24;2;1;3;;;;;0;0;0;73200
TQRMNOP100461;2025;1;41;S;8;1756;2;2;52;2;4;1;3;1;1;29;483000;0;483000;150600
TQRMNOP100462;2025;1;43;S;36;1980;2;2;62;2;6;1;1;1;1;51;738000;99000;837000;234200
TQRMNOP100463;2025;1;41;N;12;1384;2;1;18;1;3;1;3;2;2;52;330000;0;330000;29100
TQRMNOP100464;2025;1;1;S;32;1687;2;2;92;2;2;3;;;;;0;59000;59000;210500
TQRMNOP100465;2025;1;1;S;32;1130;1;2;55;2;4;1;3;1;2;40;806000;0;806000;149000
TQRMNOP100466;2025;1;40;S;7;588;3;2;23;2;4;3;;;;;0;0;0;79200
TQRMNOP100467;2025;1;42;S;10;821;2;2;44;2;6;1;1;1;1;28;829000;41000;870000;172400
TQRMNOP100468;2025;1;1;S;32;1709;3;2;10;1;3;3;;;;;0;0;0;102700
TQRMNOP100469;2025;1;40;N;9;770;2;2;48;2;5;2;;;;;0;0;0;137900
TQRMNOP100470;2025;1;40;N;22;443;9;1;17;1;3;3;;;;;0;0;0;55900
TQRMNOP100471;2025;1;42;N;27;1727;2;2;78;2;5;1;3;1;1;40;-9;0;0;210000
TQRMNOP100472;2025;1;1;S;32;922;1;2;44;2;4;3;;;;;0;0;0;176500
TQRMNOP100473;2025;1;43;N;38;1854;3;1;14;1;7;3;;;;;0;0;0;66200
TQRMNOP100474;2025;1;40;S;7;1597;2;2;62;2;3;3;;;;;0;0;0;117800
TQRMNOP100475;2025;1;43;S;19;1293;3;2;10;1;1;3;;;;;0;0;0;402000
TQRMNOP100476;2025;1;43;N;38;1645;3;2;2;1;2;4;;;;;;;;135300
TQRMNOP100477;2025;1;43;N;29;1585;9;1;34;2;6;1;3;1;2;49;1498000;0;1498000;244200
TQRMNOP100478;2025;1;1;S;32;843;2;1;20;2;4;3;;;;;0;97000;97000;62500
TQRMNOP100479;2025;1;43;N;38;1180;3;2;8;1;3;4;;;;;;;;345200
TQRMNOP100480;2025;1;1;S;32;1215;1;1;46;2;4;1;3;1;1;36;1207000;0;1207000;101300
TQRMNOP100481;2025;1;40;N;22;1751;1;1;46;2;3;1;2;2;1;40;311000;0;311000;104400
TQRMNOP100482;2025;1;1;S;33;740;2;2;42;2;4;1;2;1;1;37;1363000;0;1363000;234800
TQRMNOP100483;2025;1;41;S;8;493;3;2;26;1;5;1;3;2;2;29;316000;0;316000;286600
TQRMNOP100484;2025;1;1;S;33;1411;2;1;28;2;3;1;3;2;2;31;-9;0;0;165800
TQRMNOP100485;2025;1;44;N;93;1273;2;1;26;2;4;1;3;2;1;26;-9;0;0;175200
TQRMNOP100486;2025;1;1;S;33;1059;2;2;33;2;4;1;3;1;1;36;-9;0;0;174600
TQRMNOP100487;2025;1;41;N;15;1073;2;1;32;2;2;1;2;1;2;22;357000;0;357000;133000
TQRMNOP100488;2025;1;43;S;20;1307;1;2;45;2;4;1;3;2;1;27;1843000;0;1843000;116100
TQRMNOP100489;2025;1;1;S;33;1302;6;2;47;2;3;3;;;;;0;0;0;119500
TQRMNOP100490;2025;1;42;N;27;528;3;1;4;1;3;4;;;;;;;;271200
TQRMNOP100491;2025;1;41;S;8;835;10;2;27;1;4;3;;;;;0;0;0;83200
TQRMNOP100492;2025;1;43;N;29;932;3;1;6;1;1;4;;;;;;;;259300
TQRMNOP100493;2025;1;43;N;34;1627;1;1;72;2;3;3;;;;;0;70000;70000;211100
TQRMNOP100494;2025;1;43;N;26;1516;2;1;37;2;4;1;3;2;1;30;1073000;0;1073000;119900
TQRMNOP100495;2025;1;43;N;29;1326;1;1;64;2;2;3;;;;;0;0;0;127100
TQRMNOP100496;2025;1;42;N;27;1579;3;2;7;1;1;4;;;;;;;;151100
TQRMNOP100497;2025;1;40;S;7;1509;1;1;32;2;4;1;3;2;2;45;395000;155000;550000;178000
TQRMNOP100498;2025;1;1;S;33;1709;1;2;94;2;7;3;;;;;0;0;0;137000
TQRMNOP100499;2025;1;1;S;33;1044;3;2;58;2;6;3;;;;;0;0;0;107300
TQRMNOP100500;2025;1;43;N;29;1725;10;1;23;2;3;2;;;;;0;0;0;171800
TQRMNOP100501;2025;1;1;S;32;1266;2;2;53;2;6;3;;;;;0;0;0;248200
TQRMNOP100502;2025;1;43;S;19;1146;3;1;29;1;5;2;;;;;0;178000;178000;216700
TQRMNOP100503;2025;1;1;S;33;1363;1;1;41;1;3;1;3;2;2;37;545000;0;545000;309000
TQRMNOP100504;2025;1;1;S;33;1567;1;1;57;2;2;1;3;2;1;43;769000;0;769000;101900
TQRMNOP100505;2025;1;1;S;33;1181;1;1;30;2;5;1;3;1;1;50;824000;0;824000;137300
TQRMNOP100506;2025;1;40;N;22;1536;2;1;71;2;4;3;;;;;0;0;0;518900
TQRMNOP100507;2025;1;1;S;33;1737;1;2;50;1;6;1;3;1;1;66;1193000;0;1193000;83100
TQRMNOP100508;2025;1;40;S;7;370;3;2;6;1;2;4;;;;;;;;257900
TQRMNOP100509;2025;1;43;N;29;962;1;1;22;2;3;3;;;;;0;61000;61000;197900
TQRMNOP100510;2025;1;40;N;22;963;3;1;7;1;3;4;;;;;;;;287900
TQRMNOP100511;2025;1;41;S;8;1902;1;2;74;2;2;3;;;;;0;0;0;105300
TQRMNOP100512;2025;1;44;S;13;1315;2;2;70;2;2;3;;;;;0;0;0;208200
TQRMNOP100513;2025;1;1;S;32;2079;3;1;5;1;1;4;;;;;;;;183200
TQRMNOP100514;2025;1;41;N;15;1249;3;2;1;1;1;4;;;;;;;;56800
TQRMNOP100515;2025;1;44;N;5;415;1;2;72;2;1;3;;;;;0;0;0;61700
TQRMNOP100516;2025;1;41;S;8;845;10;1;27;2;4;1;2;1;1;999;966000;0;966000;41500
TQRMNOP100517;2025;1;42;S;10;474;2;1;28;1;5;1;3;3;2;44;465000;0;465000;141800
TQRMNOP100518;2025;1;41;S;8;993;1;1;38;2;6;1;3;1;1;37;962000;0;962000;65000
TQRMNOP100519;2025;1;1;S;32;568;5;1;16;1;3;3;;;;;0;0;0;167700
TQRMNOP100520;2025;1;43;S;17;1191;3;2;0;1;7;4;;;;;;;;52400
TQRMNOP100521;2025;1;43;N;26;952;3;2;13;1;1;2;;;;;0;0;0;218500
TQRMNOP100522;2025;1;43;N;34;614;6;2;51;2;6;3;;;;;0;0;0;137700
TQRMNOP100523;2025;1;42;N;25;1534;2;2;65;2;5;1;3;1;2;35;383000;0;383000;120100
TQRMNOP100524;2025;1;40;N;23;1179;1;1;46;2;2;1;3;2;2;33;328000;0;328000;141300
TQRMNOP100525;2025;1;42;N;25;1343;6;1;58;3;6;1;3;1;1;43;503000;0;503000;230200
TQRMNOP100526;2025;1;44;N;2;1518;9;2;33;2;6;3;;;;;0;0;0;195100
TQRMNOP100527;2025;1;44;S;13;762;2;1;41;2;3;1;3;2;2;29;-9;0;0;97400
TQRMNOP100528;2025;1;1;S;33;1163;3;1;0;1;1;4;;;;;;;;346600
TQRMNOP100529;2025;1;44;S;13;292;1;1;18;2;4;3;;;;;0;0;0;235100
TQRMNOP100530;2025;1;43;N;26;1242;3;2;8;1;1;4;;;;;;;;207800
TQRMNOP100531;2025;1;43;N;34;867;1;2;41;2;3;1;3;2;2;38;500000;0;500000;112900
TQRMNOP100532;2025;1;1;S;33;1225;2;2;55;2;4;1;3;1;1;34;570000;0;570000;165700
TQRMNOP100533;2025;1;44;N;2;628;3;2;8;1;2;4;;;;;;;;111100
TQRMNOP100534;2025;1;43;N;38;1775;3;2;10;1;1;3;;;;;0;0;0;72400
TQRMNOP100535;2025;1;1;S;32;907;2;2;23;1;4;3;;;;;0;0;0;191100
TQRMNOP100536;2025;1;41;N;15;1624;6;2;58;2;5;1;3;2;1;20;1111000;0;1111000;236100
TQRMNOP100537;2025;1;1;S;32;1708;3;2;15;1;3;2;;;;;0;132000;132000;581800
TQRMNOP100538;2025;1;43;S;17;2092;3;2;67;1;3;3;;;;;0;118000;118000;43600
TQRMNOP100539;2025;1;42;S;10;1741;9;2;40;2;5;1;3;2;2;20;323000;0;323000;87900
TQRMNOP100540;2025;1;42;S;10;884;2;1;40;2;3;1;2;1;1;56;903000;80000;983000;287900
